watched_tv,play_with_pets,code_written,had_coffee,happiness_value
No,Yes,637,Yes,6
Yes,No,366,No,8
No,Yes,477,Yes,3
Yes,No,744,No,9
No,Yes,1177,Yes,4
Yes,No,61,No,6
No,Yes,1026,Yes,8
Yes,No,1099,No,3
No,Yes,780,Yes,9
Yes,No,228,No,7
No,Yes,1294,Yes,7
Yes,No,271,No,7
No,Yes,73,Yes,1
Yes,No,96,No,7
No,Yes,952,Yes,6
Yes,No,1227,No,9
No,Yes,1105,Yes,1
Yes,No,100,No,6
No,Yes,1406,Yes,4
Yes,No,677,No,7
No,Yes,1399,Yes,6
Yes,No,1042,No,4
No,Yes,701,Yes,1
Yes,No,501,No,9
No,Yes,389,Yes,4
Yes,No,1425,No,5
No,Yes,411,Yes,4
Yes,No,1240,No,8
No,Yes,276,Yes,7
Yes,No,549,No,4
No,Yes,511,Yes,5
Yes,No,83,No,0
No,Yes,313,Yes,1
Yes,No,899,No,9
No,Yes,1168,Yes,7
Yes,No,1003,No,6
No,Yes,766,Yes,1
Yes,No,734,No,1
No,Yes,1234,Yes,1
Yes,No,1063,No,10
No,Yes,1215,Yes,0
Yes,No,1419,No,9
No,Yes,236,Yes,7
Yes,No,1414,No,7
No,Yes,688,Yes,1
Yes,No,1166,No,7
No,Yes,247,Yes,4
Yes,No,500,No,8
No,Yes,631,Yes,4
Yes,No,113,No,8
No,Yes,289,Yes,8
Yes,No,992,No,4
No,Yes,351,Yes,9
Yes,No,1167,No,8
No,Yes,1492,Yes,1
Yes,No,554,No,4
No,Yes,0,Yes,5
Yes,No,99,No,8
No,Yes,106,Yes,4
Yes,No,150,No,1
No,Yes,450,Yes,5
Yes,No,664,No,2
No,Yes,1464,Yes,7
Yes,No,121,No,10
No,Yes,1160,Yes,10
Yes,No,356,No,3
No,Yes,773,Yes,7
Yes,No,599,No,8
No,Yes,341,Yes,1
Yes,No,481,No,6
No,Yes,512,Yes,0
Yes,No,295,No,7
No,Yes,430,Yes,5
Yes,No,1022,No,4
No,Yes,699,Yes,3
Yes,No,147,No,2
No,Yes,166,Yes,10
Yes,No,1140,No,0
No,Yes,1023,Yes,10
Yes,No,493,No,7
No,Yes,1290,Yes,4
Yes,No,992,No,8
No,Yes,501,Yes,8
Yes,No,1420,No,8
No,Yes,1135,Yes,9
Yes,No,1159,No,1
No,Yes,43,Yes,8
Yes,No,1422,No,4
No,Yes,1263,Yes,4
Yes,No,795,No,7
No,Yes,1485,Yes,3
Yes,No,309,No,8
No,Yes,116,Yes,7
Yes,No,502,No,1
No,Yes,213,Yes,0
Yes,No,1489,No,5
No,Yes,711,Yes,4
Yes,No,741,No,2
No,Yes,392,Yes,0
Yes,No,786,No,4
No,Yes,212,Yes,7
Yes,No,500,No,3
No,Yes,592,Yes,7
Yes,No,247,No,10
No,Yes,1240,Yes,6
Yes,No,1475,No,1
No,Yes,1453,Yes,6
Yes,No,355,No,1
No,Yes,573,Yes,5
Yes,No,1174,No,2
No,Yes,1022,Yes,0
Yes,No,1124,No,6
No,Yes,1373,Yes,7
Yes,No,1024,No,7
No,Yes,1269,Yes,9
Yes,No,304,No,6
No,Yes,1036,Yes,7
Yes,No,1195,No,5
No,Yes,892,Yes,7
Yes,No,120,No,6
No,Yes,333,Yes,1
Yes,No,1182,No,8
No,Yes,686,Yes,10
Yes,No,1413,No,1
No,Yes,1440,Yes,5
Yes,No,1226,No,1
No,Yes,897,Yes,10
Yes,No,1486,No,3
No,Yes,1419,Yes,4
Yes,No,1247,No,2
No,Yes,1107,Yes,1
Yes,No,1448,No,9
No,Yes,1430,Yes,8
Yes,No,1375,No,8
No,Yes,357,Yes,6
Yes,No,82,No,7
No,Yes,307,Yes,3
Yes,No,681,No,3
No,Yes,169,Yes,6
Yes,No,248,No,5
No,Yes,557,Yes,9
Yes,No,42,No,4
No,Yes,137,Yes,3
Yes,No,538,No,1
No,Yes,1112,Yes,3
Yes,No,1393,No,0
No,Yes,751,Yes,9
Yes,No,1318,No,1
No,Yes,1349,Yes,6
Yes,No,1242,No,7
No,Yes,236,Yes,8
Yes,No,763,No,3
No,Yes,1215,Yes,1
Yes,No,1429,No,7
No,Yes,68,Yes,5
Yes,No,788,No,5
No,Yes,620,Yes,4
Yes,No,649,No,1
No,Yes,135,Yes,2
Yes,No,608,No,2
No,Yes,66,Yes,4
Yes,No,206,No,10
No,Yes,358,Yes,6
Yes,No,66,No,3
No,Yes,188,Yes,6
Yes,No,936,No,0
No,Yes,1383,Yes,8
Yes,No,1491,No,4
No,Yes,843,Yes,1
Yes,No,1443,No,10
No,Yes,126,Yes,3
Yes,No,1035,No,5
No,Yes,421,Yes,6
Yes,No,1440,No,6
No,Yes,642,Yes,5
Yes,No,115,No,3
No,Yes,982,Yes,10
Yes,No,530,No,5
No,Yes,1452,Yes,0
Yes,No,540,No,4
No,Yes,924,Yes,3
Yes,No,1178,No,4
No,Yes,195,Yes,3
Yes,No,954,No,5
No,Yes,610,Yes,4
Yes,No,1283,No,5
No,Yes,837,Yes,2
Yes,No,376,No,0
No,Yes,649,Yes,5
Yes,No,13,No,7
No,Yes,73,Yes,5
Yes,No,1388,No,7
No,Yes,636,Yes,3
Yes,No,769,No,10
No,Yes,1388,Yes,3
Yes,No,614,No,3
No,Yes,209,Yes,5
Yes,No,308,No,2
No,Yes,400,Yes,4
Yes,No,901,No,3
No,Yes,794,Yes,1
Yes,No,609,No,5
No,Yes,1204,Yes,7
Yes,No,163,No,5
No,Yes,253,Yes,5
Yes,No,1316,No,3
No,Yes,1028,Yes,2
Yes,No,950,No,8
No,Yes,1321,Yes,6
Yes,No,41,No,8
No,Yes,1286,Yes,0
Yes,No,30,No,8
No,Yes,952,Yes,3
Yes,No,930,No,5
No,Yes,287,Yes,3
Yes,No,793,No,4
No,Yes,787,Yes,4
Yes,No,1145,No,1
No,Yes,1070,Yes,2
Yes,No,1381,No,9
No,Yes,1369,Yes,10
Yes,No,558,No,6
No,Yes,61,Yes,3
Yes,No,1438,No,5
No,Yes,784,Yes,1
Yes,No,94,No,6
No,Yes,279,Yes,7
Yes,No,816,No,6
No,Yes,875,Yes,10
Yes,No,493,No,10
No,Yes,1084,Yes,3
Yes,No,613,No,7
No,Yes,1256,Yes,9
Yes,No,722,No,10
No,Yes,1410,Yes,0
Yes,No,775,No,0
No,Yes,846,Yes,0
Yes,No,386,No,1
No,Yes,413,Yes,0
Yes,No,273,No,9
No,Yes,1327,Yes,0
Yes,No,554,No,7
No,Yes,595,Yes,6
Yes,No,1346,No,5
No,Yes,634,Yes,10
Yes,No,82,No,3
No,Yes,735,Yes,10
Yes,No,850,No,2
No,Yes,782,Yes,8
Yes,No,1471,No,9
No,Yes,673,Yes,6
Yes,No,460,No,8
No,Yes,118,Yes,9
Yes,No,860,No,9
No,Yes,321,Yes,4
Yes,No,302,No,2
No,Yes,248,Yes,0
Yes,No,880,No,2
No,Yes,813,Yes,7
Yes,No,1091,No,1
No,Yes,1058,Yes,6
Yes,No,327,No,10
No,Yes,853,Yes,6
Yes,No,1240,No,7
No,Yes,969,Yes,6
Yes,No,748,No,10
No,Yes,1497,Yes,9
Yes,No,554,No,5
No,Yes,1236,Yes,4
Yes,No,688,No,1
No,Yes,1355,Yes,8
Yes,No,1136,No,9
No,Yes,1268,Yes,1
Yes,No,1063,No,0
No,Yes,320,Yes,2
Yes,No,749,No,1
No,Yes,926,Yes,0
Yes,No,894,No,3
No,Yes,205,Yes,10
Yes,No,61,No,1
No,Yes,553,Yes,0
Yes,No,578,No,6
No,Yes,1397,Yes,1
Yes,No,799,No,6
No,Yes,1320,Yes,7
Yes,No,824,No,3
No,Yes,922,Yes,3
Yes,No,769,No,10
No,Yes,1238,Yes,1
Yes,No,593,No,5
No,Yes,1349,Yes,5
Yes,No,1099,No,5
No,Yes,944,Yes,4
Yes,No,79,No,9
No,Yes,1178,Yes,2
Yes,No,528,No,6
No,Yes,293,Yes,0
Yes,No,262,No,9
No,Yes,594,Yes,5
Yes,No,993,No,6
No,Yes,983,Yes,3
Yes,No,540,No,6
No,Yes,25,Yes,4
Yes,No,313,No,0
No,Yes,752,Yes,9
Yes,No,876,No,5
No,Yes,175,Yes,5
Yes,No,221,No,1
No,Yes,334,Yes,6
Yes,No,1065,No,5
No,Yes,165,Yes,0
Yes,No,696,No,5
No,Yes,859,Yes,5
Yes,No,1483,No,6
No,Yes,76,Yes,5
Yes,No,1191,No,3
No,Yes,39,Yes,0
Yes,No,472,No,8
No,Yes,345,Yes,1
Yes,No,758,No,4
No,Yes,28,Yes,3
Yes,No,1083,No,6
No,Yes,154,Yes,6
Yes,No,641,No,0
No,Yes,827,Yes,7
Yes,No,295,No,8
No,Yes,227,Yes,7
Yes,No,278,No,9
No,Yes,1280,Yes,2
Yes,No,985,No,8
No,Yes,925,Yes,0
Yes,No,692,No,0
No,Yes,1471,Yes,9
Yes,No,1415,No,9
No,Yes,383,Yes,1
Yes,No,1356,No,8
No,Yes,334,Yes,9
Yes,No,41,No,10
No,Yes,146,Yes,5
Yes,No,28,No,4
No,Yes,304,Yes,10
Yes,No,763,No,2
No,Yes,1355,Yes,4
Yes,No,577,No,10
No,Yes,532,Yes,8
Yes,No,1338,No,3
No,Yes,1265,Yes,3
Yes,No,824,No,9
No,Yes,364,Yes,6
Yes,No,1018,No,5
No,Yes,935,Yes,7
Yes,No,1309,No,7
No,Yes,792,Yes,7
Yes,No,1200,No,9
No,Yes,477,Yes,8
Yes,No,1345,No,10
No,Yes,808,Yes,4
Yes,No,453,No,10
No,Yes,602,Yes,2
Yes,No,1173,No,4
No,Yes,1443,Yes,10
Yes,No,69,No,6
No,Yes,679,Yes,10
Yes,No,608,No,5
No,Yes,127,Yes,4
Yes,No,1190,No,7
No,Yes,592,Yes,2
Yes,No,858,No,9
No,Yes,583,Yes,4
Yes,No,534,No,5
No,Yes,70,Yes,3
Yes,No,1284,No,7
No,Yes,492,Yes,9
Yes,No,809,No,7
No,Yes,311,Yes,7
Yes,No,566,No,10
No,Yes,1045,Yes,7
Yes,No,1069,No,7
No,Yes,1088,Yes,7
Yes,No,221,No,6
No,Yes,560,Yes,4
Yes,No,314,No,3
No,Yes,714,Yes,2
Yes,No,778,No,10
No,Yes,1023,Yes,3
Yes,No,597,No,0
No,Yes,1298,Yes,2
Yes,No,1240,No,0
No,Yes,842,Yes,10
Yes,No,582,No,6
No,Yes,746,Yes,0
Yes,No,1419,No,3
No,Yes,158,Yes,3
Yes,No,337,No,3
No,Yes,599,Yes,10
Yes,No,257,No,2
No,Yes,98,Yes,10
Yes,No,1463,No,3
No,Yes,1212,Yes,4
Yes,No,729,No,8
No,Yes,775,Yes,6
Yes,No,435,No,7
No,Yes,365,Yes,3
Yes,No,824,No,2
No,Yes,545,Yes,9
Yes,No,330,No,10
No,Yes,357,Yes,0
Yes,No,439,No,2
No,Yes,266,Yes,2
Yes,No,887,No,1
No,Yes,1415,Yes,7
Yes,No,1259,No,9
No,Yes,308,Yes,2
Yes,No,37,No,2
No,Yes,65,Yes,2
Yes,No,578,No,6
No,Yes,1479,Yes,6
Yes,No,647,No,10
No,Yes,129,Yes,2
Yes,No,210,No,6
No,Yes,460,Yes,8
Yes,No,750,No,0
No,Yes,1461,Yes,10
Yes,No,1223,No,3
No,Yes,114,Yes,5
Yes,No,1070,No,7
No,Yes,297,Yes,2
Yes,No,8,No,6
No,Yes,35,Yes,9
Yes,No,651,No,4
No,Yes,241,Yes,4
Yes,No,422,No,6
No,Yes,1132,Yes,3
Yes,No,734,No,2
No,Yes,784,Yes,5
Yes,No,1114,No,10
No,Yes,108,Yes,6
Yes,No,1177,No,1
No,Yes,187,Yes,2
Yes,No,31,No,6
No,Yes,506,Yes,2
Yes,No,1088,No,8
No,Yes,992,Yes,1
Yes,No,1141,No,3
No,Yes,9,Yes,10
Yes,No,1366,No,0
No,Yes,170,Yes,3
Yes,No,213,No,7
No,Yes,1477,Yes,1
Yes,No,657,No,3
No,Yes,666,Yes,6
Yes,No,118,No,6
No,Yes,1030,Yes,2
Yes,No,912,No,9
No,Yes,9,Yes,6
Yes,No,1070,No,0
No,Yes,986,Yes,9
Yes,No,416,No,3
No,Yes,858,Yes,2
Yes,No,723,No,2
No,Yes,1231,Yes,6
Yes,No,938,No,2
No,Yes,154,Yes,2
Yes,No,25,No,1
No,Yes,49,Yes,10
Yes,No,133,No,5
No,Yes,466,Yes,5
Yes,No,1232,No,9
No,Yes,813,Yes,8
Yes,No,348,No,3
No,Yes,545,Yes,8
Yes,No,22,No,1
No,Yes,211,Yes,7
Yes,No,235,No,7
No,Yes,1314,Yes,1
Yes,No,49,No,5
No,Yes,1294,Yes,1
Yes,No,527,No,10
No,Yes,1226,Yes,2
Yes,No,829,No,3
No,Yes,1237,Yes,2
Yes,No,986,No,1
No,Yes,1365,Yes,0
Yes,No,204,No,1
No,Yes,476,Yes,0
Yes,No,1387,No,1
No,Yes,1152,Yes,6
Yes,No,702,No,1
No,Yes,576,Yes,2
Yes,No,294,No,10
No,Yes,834,Yes,7
Yes,No,1237,No,7
No,Yes,548,Yes,0
Yes,No,841,No,10
No,Yes,911,Yes,0
Yes,No,1107,No,4
No,Yes,1449,Yes,6
Yes,No,163,No,7
No,Yes,1293,Yes,6
Yes,No,320,No,3
No,Yes,1184,Yes,5
Yes,No,319,No,3
No,Yes,668,Yes,8
Yes,No,687,No,7
No,Yes,1059,Yes,1
Yes,No,438,No,2
No,Yes,184,Yes,8
Yes,No,1435,No,1
No,Yes,197,Yes,2
Yes,No,579,No,7
No,Yes,763,Yes,6
Yes,No,1318,No,3
No,Yes,12,Yes,7
Yes,No,773,No,0
No,Yes,648,Yes,0
Yes,No,213,No,5
No,Yes,1234,Yes,10
Yes,No,1118,No,9
No,Yes,1282,Yes,5
Yes,No,451,No,6
No,Yes,1023,Yes,2
Yes,No,437,No,7
No,Yes,1333,Yes,10
Yes,No,798,No,3
No,Yes,371,Yes,1
Yes,No,384,No,10
No,Yes,912,Yes,0
Yes,No,1476,No,3
No,Yes,272,Yes,9
Yes,No,245,No,4
No,Yes,407,Yes,5
Yes,No,495,No,10
No,Yes,246,Yes,1
Yes,No,501,No,0
No,Yes,200,Yes,4
Yes,No,397,No,6
No,Yes,77,Yes,6
Yes,No,834,No,1
No,Yes,379,Yes,3
Yes,No,530,No,0
No,Yes,105,Yes,10
Yes,No,844,No,6
No,Yes,851,Yes,4
Yes,No,34,No,2
No,Yes,837,Yes,8
Yes,No,779,No,6
No,Yes,123,Yes,6
Yes,No,426,No,5
No,Yes,589,Yes,0
Yes,No,365,No,6
No,Yes,164,Yes,6
Yes,No,651,No,0
No,Yes,409,Yes,6
Yes,No,525,No,9
No,Yes,89,Yes,10
Yes,No,962,No,4
No,Yes,1478,Yes,3
Yes,No,1006,No,7
No,Yes,610,Yes,0
Yes,No,1202,No,10
No,Yes,1243,Yes,4
Yes,No,1202,No,4
No,Yes,968,Yes,6
Yes,No,462,No,2
No,Yes,538,Yes,2
Yes,No,1147,No,8
No,Yes,842,Yes,4
Yes,No,978,No,2
No,Yes,204,Yes,3
Yes,No,625,No,6
No,Yes,774,Yes,6
Yes,No,772,No,5
No,Yes,88,Yes,3
Yes,No,512,No,3
No,Yes,289,Yes,0
Yes,No,592,No,9
No,Yes,663,Yes,5
Yes,No,1440,No,7
No,Yes,78,Yes,2
Yes,No,1331,No,4
No,Yes,1321,Yes,0
Yes,No,601,No,4
No,Yes,651,Yes,2
Yes,No,1197,No,10
No,Yes,262,Yes,6
Yes,No,1044,No,7
No,Yes,851,Yes,6
Yes,No,1113,No,8
No,Yes,662,Yes,8
Yes,No,926,No,10
No,Yes,1053,Yes,2
Yes,No,1115,No,7
No,Yes,57,Yes,0
Yes,No,1193,No,1
No,Yes,1286,Yes,5
Yes,No,1076,No,2
No,Yes,247,Yes,4
Yes,No,851,No,2
No,Yes,6,Yes,8
Yes,No,691,No,0
No,Yes,597,Yes,7
Yes,No,0,No,9
No,Yes,469,Yes,8
Yes,No,987,No,2
No,Yes,959,Yes,7
Yes,No,132,No,1
No,Yes,291,Yes,8
Yes,No,641,No,9
No,Yes,1286,Yes,4
Yes,No,669,No,5
No,Yes,1259,Yes,10
Yes,No,1049,No,4
No,Yes,1489,Yes,9
Yes,No,680,No,4
No,Yes,965,Yes,6
Yes,No,292,No,3
No,Yes,367,Yes,10
Yes,No,1196,No,6
No,Yes,428,Yes,0
Yes,No,510,No,5
No,Yes,149,Yes,4
Yes,No,761,No,0
No,Yes,658,Yes,1
Yes,No,428,No,8
No,Yes,945,Yes,8
Yes,No,749,No,10
No,Yes,77,Yes,6
Yes,No,723,No,4
No,Yes,1375,Yes,10
Yes,No,1355,No,8
No,Yes,827,Yes,5
Yes,No,278,No,0
No,Yes,1098,Yes,6
Yes,No,1092,No,5
No,Yes,427,Yes,7
Yes,No,561,No,3
No,Yes,770,Yes,5
Yes,No,749,No,7
No,Yes,939,Yes,5
Yes,No,1393,No,8
No,Yes,814,Yes,2
Yes,No,422,No,3
No,Yes,441,Yes,6
Yes,No,904,No,1
No,Yes,121,Yes,9
Yes,No,1069,No,3
No,Yes,476,Yes,9
Yes,No,1104,No,5
No,Yes,1305,Yes,3
Yes,No,1418,No,8
No,Yes,1415,Yes,9
Yes,No,1169,No,0
No,Yes,328,Yes,5
Yes,No,28,No,4
No,Yes,453,Yes,2
Yes,No,790,No,9
No,Yes,26,Yes,6
Yes,No,1237,No,0
No,Yes,928,Yes,3
Yes,No,49,No,3
No,Yes,915,Yes,5
Yes,No,1266,No,4
No,Yes,404,Yes,1
Yes,No,903,No,0
No,Yes,1031,Yes,9
Yes,No,815,No,1
No,Yes,128,Yes,1
Yes,No,703,No,7
No,Yes,758,Yes,7
Yes,No,186,No,9
No,Yes,450,Yes,5
Yes,No,471,No,6
No,Yes,814,Yes,9
Yes,No,696,No,8
No,Yes,833,Yes,1
Yes,No,411,No,8
No,Yes,1331,Yes,3
Yes,No,1331,No,2
No,Yes,959,Yes,8
Yes,No,281,No,2
No,Yes,370,Yes,5
Yes,No,1046,No,9
No,Yes,0,Yes,3
Yes,No,63,No,2
No,Yes,492,Yes,7
Yes,No,1367,No,9
No,Yes,147,Yes,0
Yes,No,1224,No,10
No,Yes,1258,Yes,3
Yes,No,520,No,9
No,Yes,1365,Yes,10
Yes,No,187,No,10
No,Yes,470,Yes,7
Yes,No,1043,No,2
No,Yes,1284,Yes,4
Yes,No,1419,No,2
No,Yes,143,Yes,2
Yes,No,1006,No,5
No,Yes,1020,Yes,0
Yes,No,1115,No,8
No,Yes,748,Yes,8
Yes,No,166,No,4
No,Yes,830,Yes,7
Yes,No,1499,No,8
No,Yes,270,Yes,6
Yes,No,183,No,6
No,Yes,516,Yes,4
Yes,No,1021,No,6
No,Yes,264,Yes,3
Yes,No,1144,No,2
No,Yes,169,Yes,10
Yes,No,1328,No,4
No,Yes,944,Yes,9
Yes,No,985,No,7
No,Yes,193,Yes,8
Yes,No,875,No,6
No,Yes,68,Yes,6
Yes,No,51,No,9
No,Yes,1080,Yes,3
Yes,No,573,No,1
No,Yes,930,Yes,0
Yes,No,498,No,10
No,Yes,314,Yes,8
Yes,No,583,No,9
No,Yes,1456,Yes,7
Yes,No,1268,No,3
No,Yes,1320,Yes,6
Yes,No,266,No,10
No,Yes,964,Yes,0
Yes,No,1044,No,1
No,Yes,1073,Yes,4
Yes,No,760,No,3
No,Yes,436,Yes,8
Yes,No,519,No,7
No,Yes,1000,Yes,10
Yes,No,1101,No,4
No,Yes,1454,Yes,2
Yes,No,79,No,9
No,Yes,949,Yes,9
Yes,No,896,No,10
No,Yes,471,Yes,10
Yes,No,67,No,9
No,Yes,313,Yes,5
Yes,No,371,No,5
No,Yes,1244,Yes,5
Yes,No,1308,No,7
No,Yes,962,Yes,4
Yes,No,1317,No,5
No,Yes,1178,Yes,7
Yes,No,1004,No,7
No,Yes,751,Yes,8
Yes,No,1157,No,1
No,Yes,278,Yes,2
Yes,No,140,No,7
No,Yes,381,Yes,9
Yes,No,938,No,0
No,Yes,622,Yes,2
Yes,No,1487,No,2
No,Yes,856,Yes,6
Yes,No,813,No,1
No,Yes,285,Yes,0
Yes,No,897,No,1
No,Yes,368,Yes,6
Yes,No,981,No,7
No,Yes,193,Yes,0
Yes,No,1428,No,5
No,Yes,1438,Yes,0
Yes,No,932,No,1
No,Yes,1489,Yes,7
Yes,No,345,No,7
No,Yes,527,Yes,9
Yes,No,794,No,9
No,Yes,925,Yes,7
Yes,No,719,No,0
No,Yes,931,Yes,9
Yes,No,190,No,6
No,Yes,1240,Yes,5
Yes,No,1180,No,1
No,Yes,160,Yes,5
Yes,No,1459,No,4
No,Yes,94,Yes,0
Yes,No,507,No,2
No,Yes,1465,Yes,5
Yes,No,259,No,8
No,Yes,1354,Yes,1
Yes,No,711,No,9
No,Yes,340,Yes,9
Yes,No,486,No,1
No,Yes,209,Yes,1
Yes,No,1138,No,4
No,Yes,1256,Yes,8
Yes,No,1470,No,0
No,Yes,221,Yes,6
Yes,No,1394,No,2
No,Yes,633,Yes,0
Yes,No,1268,No,6
No,Yes,730,Yes,6
Yes,No,149,No,1
No,Yes,871,Yes,1
Yes,No,25,No,5
No,Yes,723,Yes,2
Yes,No,1077,No,4
No,Yes,1025,Yes,10
Yes,No,193,No,9
No,Yes,674,Yes,4
Yes,No,734,No,6
No,Yes,1417,Yes,10
Yes,No,250,No,10
No,Yes,893,Yes,2
Yes,No,1127,No,4
No,Yes,388,Yes,5
Yes,No,1219,No,3
No,Yes,125,Yes,8
Yes,No,181,No,9
